Row Id,LBNL ID,MURR ID,Alternate ID,Site,Latitude,Longitude,Context,Excavator,Source Person,Affiliation,Material,Ware,Fabric,Exterior Decoration,Form,Specific Form,Piece,Group,Era,Temper,Notes,Analytical Notes,Powder Present in Archives,Data Source,Run,Entry,Al,Ca,V,Dy,Mn,Na,K,Sr,As,U,Eu,Ba,Sm,La,Ti,Lu,Nd,Co,Sc,Fe,Ce,Yb,Cs,Ta,Sb,Cr,Th,Ni,Rb,Tb,Hf,Zn,Column #59,Column #60,Column #61,Column #62,Column #63,Column #64,Column #65,Column #66,Column #67,Column #68,Column #69,Column #70,Column #71,Column #72,Column #73,Column #74,Column #75,Column #76
442,ENK-224,ENK0224,ER42-2,Enkomi,35.158,33.891,"Room 42, fl. III-IV","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Cream,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,H,61300,125000,133,5.21,966,9670,20100,850,26.7,3.96,1.163,764.0,4.789,23.66,5530,0.317,23.2,26.74,20.76,49700,51.0,2.27,3.3,0.789,0.9,343.7,8.76,308.0,97.0,0.635,3.17,80.0,,,,,,,,,,,,,,,,,,
443,ENK-225,ENK0225,ER42-3,Enkomi,35.158,33.891,"Room 42, fl. III-IV","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Buff,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,J,67300,101900,201,4.8,1069,11560,23000,634,17.1,3.07,1.078,572.0,4.051,15.76,5100,0.339,18.3,27.17,26.2,60700,39.9,2.17,3.6,0.608,0.9,261.0,6.31,259.0,77.0,0.54,2.47,71.0,,,,,,,,,,,,,,,,,,
444,ENK-226,ENK0226,ER42-4,Enkomi,35.158,33.891,"Room 42, fl. III-IV","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Brown,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,K,61200,94900,180,4.89,1045,12700,23900,552,,1.65,1.0,245.0,3.52,15.92,5340,0.306,16.1,28.55,22.72,53800,32.8,2.03,3.1,0.493,0.7,252.5,5.14,178.0,73.0,0.556,2.53,139.0,,,,,,,,,,,,,,,,,,
445,ENK-227,ENK0227,ER42-5,Enkomi,35.158,33.891,"Room 42, fl. III-IV","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Drab,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,M,61400,121800,211,4.45,934,10710,22400,334,16.3,3.15,0.983,990.0,3.653,13.04,5080,0.314,15.6,24.65,24.01,53800,35.7,2.13,3.6,0.61,0.6,251.8,5.72,171.0,65.0,0.493,2.6,82.0,,,,,,,,,,,,,,,,,,
446,ENK-228,ENK0228,ER35C-6,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Cream,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,N,63700,109500,200,5.26,1000,8450,24200,504,4.8,3.5,1.153,455.0,4.716,26.88,6300,0.346,22.5,25.41,20.51,47800,49.1,2.33,4.0,0.748,0.9,322.4,8.6,289.0,94.0,0.62,3.69,101.0,,,,,,,,,,,,,,,,,,
447,ENK-229,ENK0229,ER39C-7,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Buff,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,O,67900,115800,188,4.75,1131,9750,22400,555,11.9,1.61,1.102,320.0,3.971,14.65,5110,0.335,17.1,29.62,24.57,59100,37.8,2.22,4.0,0.582,0.8,317.7,6.06,193.0,79.0,0.601,3.3,100.0,,,,,,,,,,,,,,,,,,
448,ENK-230,ENK0230,ER39C-8,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Drab,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,P,64200,132100,127,4.38,1306,9640,23100,269,,4.55,1.134,321.0,4.63,21.1,5390,0.339,23.7,32.28,20.09,51500,49.9,2.36,4.2,0.757,0.9,315.8,8.49,294.0,78.0,0.602,3.39,94.0,,,,,,,,,,,,,,,,,,
449,ENK-231,ENK0231,ER39C-9,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Buff,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,Q,55200,115600,130,4.93,962,9830,20900,672,5.2,3.19,1.04,467.0,4.3,25.05,4300,0.345,22.2,22.4,18.8,46800,45.4,2.31,5.6,0.717,1.0,275.2,7.81,200.0,90.0,0.631,3.12,584.0,,,,,,,,,,,,,,,,,,
450,ENK-232,ENK0232,ER39C-10,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Cream,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,R,53100,143600,115,4.72,759,15480,11200,649,,6.47,1.035,327.0,4.144,20.97,4240,0.346,20.6,19.87,19.35,45800,42.4,2.18,4.6,0.79,0.6,332.8,6.93,228.0,35.0,0.574,2.82,84.0,,,,,,,,,,,,,,,,,,
451,ENK-233,ENK0233,ER39C-11,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Cream,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,S,60300,105100,178,4.92,1591,10000,21500,708,,3.82,1.086,386.0,4.475,16.34,5450,0.339,21.1,34.54,20.93,52000,53.8,2.19,5.2,0.805,1.1,306.0,9.14,348.0,84.0,0.531,3.2,98.0,,,,,,,,,,,,,,,,,,
452,ENK-234,ENK0234,ER396-12,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Cream,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,T,58800,117100,149,5.42,1170,9670,23200,527,21.8,3.33,1.155,645.0,4.718,21.69,4480,0.383,22.7,28.4,20.95,49600,51.7,2.37,3.5,0.778,1.1,332.7,9.09,273.0,79.0,0.624,3.43,213.0,,,,,,,,,,,,,,,,,,
453,ENK-235,ENK0235,ER396-13,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Cream,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,U,54900,123800,174,4.98,1040,8950,23800,863,14.7,3.31,1.184,550.0,4.721,21.84,4770,0.348,23.0,27.64,20.33,48100,49.8,2.49,3.4,0.77,0.9,316.2,8.72,259.0,80.0,0.65,2.95,349.0,,,,,,,,,,,,,,,,,,
454,ENK-236,ENK0236,ER396-14,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Cream,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,V,59600,119100,167,5.19,1313,10080,22200,949,,4.98,1.07,301.0,4.438,25.35,4710,0.334,22.4,33.2,19.33,48400,50.4,2.41,4.8,0.772,1.1,302.4,8.32,246.0,97.0,0.571,3.38,108.0,,,,,,,,,,,,,,,,,,
455,ENK-237,ENK0237,ER396-15,Enkomi,35.158,33.891,"Room 39c, Between fl. V-VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Brown,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,W,45900,102700,118,4.03,776,10620,15100,815,40.8,2.57,0.935,336.0,3.417,15.14,3720,0.287,14.9,20.53,17.86,41000,33.7,1.97,1.9,0.69,0.8,368.8,5.27,173.0,42.0,0.463,2.93,127.0,,,,,,,,,,,,,,,,,,
456,ENK-238,ENK0238,ER43A-16,Enkomi,35.158,33.891,"Room 43a, NW Corner to fl. VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Cream,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,X,63500,128300,139,4.8,892,15620,18900,689,,3.31,1.113,356.0,4.555,26.4,4550,0.298,24.3,24.3,20.6,48900,49.8,2.35,5.3,0.788,0.9,355.7,9.04,258.0,39.0,0.565,3.29,106.0,,,,,,,,,,,,,,,,,,
457,ENK-239,ENK0239,ER43A-17,Enkomi,35.158,33.891,"Room 43a, NW Corner to fl. VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Brown,,,,,,1230-1100 B.C.,Medium Grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,Y,64100,107800,218,4.74,1012,13480,18400,361,,1.83,0.912,242.0,3.258,14.17,4330,0.317,13.6,28.65,24.12,54800,32.1,2.06,3.5,0.576,0.7,302.6,5.25,170.0,57.0,0.517,2.34,97.0,,,,,,,,,,,,,,,,,,
458,ENK-240,ENK0240,ER43A-18,Enkomi,35.158,33.891,"Room 43a, NW Corner to fl. VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Buff,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,317,Z,70100,112400,203,5.31,1156,11140,26000,496,38,2.97,1.09,334.0,4.03,15.8,4770,0.394,20.0,28.71,25.79,60400,39.8,2.42,3.8,0.624,1.0,263.3,6.28,218.0,91.0,0.589,2.64,93.0,,,,,,,,,,,,,,,,,,
459,ENK-241,ENK0241,ER43A-19,Enkomi,35.158,33.891,"Room 43a, NW Corner to fl. VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Cream,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,316,E,64100,127300,156,4.91,985,15450,14300,648,29.9,3.46,1.112,368.0,4.487,24.98,4490,0.324,23.8,25.12,20.64,49500,52.1,2.4,4.4,0.8,0.7,356.8,8.82,240.0,48.0,0.685,3.68,110.0,,,,,,,,,,,,,,,,,,
460,ENK-242,ENK0242,ER43A-20,Enkomi,35.158,33.891,"Room 43a, NW Corner to fl. VI","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Mycenaean III C1,Brown,,,,,,1230-1100 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,316,F,55600,107400,155,4.36,1031,13280,26400,594,10.4,2.45,0.928,338.0,3.371,16.19,4370,0.312,16.3,27.57,21.46,49100,34.2,1.99,3.4,0.514,0.7,220.9,5.2,163.0,62.0,0.533,2.26,107.0,,,,,,,,,,,,,,,,,,
461,ENK-243,ENK0243,ER12-1,Enkomi,35.158,33.891,"Room 12, depth 1151-1180","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Green,,,,,,1100-1050 B.C.,Medium Grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,G,62500,130500,143,5.26,994,12370,12900,584,6.9,1.89,1.28,436.0,4.73,25.62,4590,0.353,23.8,26.9,20.19,50300,53.4,2.53,4.0,0.841,0.9,455.4,7.64,124.0,46.0,0.67,3.83,91.0,,,,,,,,,,,,,,,,,,
462,ENK-244,ENK0244,ER12-2,Enkomi,35.158,33.891,"Room 12, depth 1151-1180","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Green,,,,,,1100-1050 B.C.,Medium Grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,H,65400,137900,194,4.98,1200,16590,6900,532,,2.47,1.063,216.0,3.805,19.79,4260,0.313,20.5,33.13,25.49,59200,40.6,2.2,4.4,0.614,0.9,329.9,6.41,209.0,39.0,0.602,3.11,134.0,,,,,,,,,,,,,,,,,,
463,ENK-245,ENK0245,ER12-3,Enkomi,35.158,33.891,"Room 12, depth 1151-1180","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Buff,,,,,,1100-1050 B.C.,Medium Grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,J,59000,131600,221,4.71,1003,8050,17700,665,52,3.37,0.967,969.0,3.55,19.1,4170,0.293,20.5,27.28,22.45,53100,36.7,1.98,2.7,0.593,0.3,446.5,6.34,195.0,71.0,0.557,2.8,101.0,,,,,,,,,,,,,,,,,,
464,ENK-246,ENK0246,ER12-4,Enkomi,35.158,33.891,"Room 12, Surface, 1044-1179","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Buff,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,K,62200,104300,167,4.57,971,8720,21500,854,0.5,2.08,1.034,443.0,3.773,19.46,4430,0.321,19.6,30.45,21.38,51200,42.6,2.12,2.9,0.649,1.1,420.8,6.65,208.0,59.0,0.583,3.37,107.0,,,,,,,,,,,,,,,,,,
465,ENK-247,ENK0247,ER12-5,Enkomi,35.158,33.891,"Room 12, Surface, 1044-1179","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Drab,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,M,61100,109600,152,4.47,1086,10340,26500,797,16.4,2.09,1.008,428.0,3.708,19.87,4490,0.328,16.1,30.52,22.31,52900,41.1,2.2,3.9,0.854,0.7,381.4,6.52,219.0,85.0,0.583,2.88,93.0,,,,,,,,,,,,,,,,,,
466,ENK-248,ENK0248,ER12-6,Enkomi,35.158,33.891,"Room 12, Surface, 1044-1179","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Grey-green,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,N,68000,95900,148,4.98,1036,14770,15100,382,,1.48,1.245,302.0,4.193,20.75,4890,0.361,23.2,31.46,23.61,57500,44.2,2.47,3.6,0.681,0.6,453.9,7.12,180.0,31.0,0.622,3.18,105.0,,,,,,,,,,,,,,,,,,
467,ENK-249,ENK0249,ER12-7,Enkomi,35.158,33.891,"Room 12, Surface, 1044-1179","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Buff,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,O,60300,94000,124,4.48,976,8600,19300,731,,2.03,1.099,410.0,3.863,20.54,4570,0.307,19.2,29.82,21.81,51700,44.1,2.14,3.3,0.691,1.1,445.4,7.33,206.0,69.0,0.533,3.14,111.0,,,,,,,,,,,,,,,,,,
468,ENK-250,ENK0250,ER12-8,Enkomi,35.158,33.891,"Room 12, Floor I, 1160-1204","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Buff,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,P,65200,111500,192,4.84,1136,8160,24900,658,4.5,2.22,1.015,259.0,3.678,19.09,4320,0.336,18.3,33.08,26.21,59600,40.2,2.06,5.1,0.589,0.7,249.2,6.43,190.0,91.0,0.528,2.97,127.0,,,,,,,,,,,,,,,,,,
469,ENK-251,ENK0251,ER12-9,Enkomi,35.158,33.891,"Room 12, Floor I, 1160-1204","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Brown,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,Q,61300,95800,216,4.65,973,8860,23900,570,5.4,1.89,1.003,595.0,3.717,19.21,4460,0.301,18.0,26.93,20.41,48800,38.6,2.04,3.8,0.604,2.3,435.4,6.39,204.0,91.0,0.559,3.05,122.0,,,,,,,,,,,,,,,,,,
470,ENK-252,ENK0252,ER12-10,Enkomi,35.158,33.891,"Room 12, Floor I, 1160-1204","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Brown,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,R,67800,123800,222,4.88,1049,9430,26900,740,,2.25,1.017,323.0,3.695,19.27,4200,0.282,20.3,28.68,24.19,56000,38.7,2.09,4.6,0.725,1.8,322.8,6.26,219.0,97.0,0.608,3.13,112.0,,,,,,,,,,,,,,,,,,
471,ENK-253,ENK0253,ER12-11,Enkomi,35.158,33.891,"Room 12, Floor I, 1160-1204","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Buff,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,S,59900,113800,203,4.54,982,8630,26100,814,37.8,1.9,0.948,446.0,3.557,19.52,4400,0.286,17.5,27.37,20.22,49000,38.5,2.06,3.7,0.589,0.7,407.6,6.18,208.0,76.0,0.505,3.42,121.0,,,,,,,,,,,,,,,,,,
472,ENK-254,ENK0254,ER12-12,Enkomi,35.158,33.891,"Room 12, Floor II","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Grey,,,,,,1100-1050 B.C.,Fine and medium grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,T,74900,108600,255,5.66,1026,10160,23200,673,,2.3,1.201,280.0,4.487,25.1,4600,0.346,25.8,30.58,25.72,59700,48.0,2.39,4.3,0.763,0.9,499.1,7.79,197.0,108.0,0.655,3.78,112.0,,,,,,,,,,,,,,,,,,
473,ENK-255,ENK0255,ER12-18,Enkomi,35.158,33.891,"Room 12, Floor II","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Drab,,,,,,1100-1050 B.C.,Medium Grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,U,64200,120200,240,4.75,874,9910,18700,934,10,2.18,0.953,318.0,3.576,19.4,4080,0.293,18.4,26.72,20.38,48600,38.1,1.92,3.4,0.568,1.0,451.6,5.9,206.0,64.0,0.537,2.93,114.0,,,,,,,,,,,,,,,,,,
474,ENK-256,ENK0256,ER12-16,Enkomi,35.158,33.891,"Room 12, fl. II","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Drab,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,V,55700,133000,176,4.38,880,12680,22300,603,12.3,2.13,0.932,339.0,3.703,20.15,4310,0.298,18.0,26.94,20.3,48300,39.5,1.99,4.3,0.628,0.9,409.6,6.57,172.0,52.0,0.579,3.53,89.0,,,,,,,,,,,,,,,,,,
475,ENK-257,ENK0257,ER12-15,Enkomi,35.158,33.891,"Room 12, fl. II","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Grey-green,,,,,,1100-1050 B.C.,Fine grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,W,64100,116600,194,4.8,1078,14680,14100,526,,2.29,0.835,216.0,3.808,19.74,4750,0.298,14.9,30.64,23.37,54700,39.9,2.15,4.8,0.607,0.7,396.2,6.59,250.0,44.0,0.581,2.62,94.0,,,,,,,,,,,,,,,,,,
476,ENK-258,ENK0258,ER12-17,Enkomi,35.158,33.891,"Room 12, fl. II","Dikaios, P.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Grey,,,,,,1100-1050 B.C.,Medium Grit,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,316,X,69500,121400,191,5.05,1215,15040,12000,305,,1.62,0.804,255.0,3.593,18.93,3980,0.267,12.9,35.07,26.49,59100,38.4,2.07,4.9,0.652,0.6,375.0,6.74,242.0,39.0,0.58,2.64,109.0,,,,,,,,,,,,,,,,,,
477,ENK-259,ENK0259,,Enkomi,35.158,33.891,,"Schaeffer, C.","Dothan, M..","Department of Antiquities and Museums, Jerusalem",Pottery,Myceneaen IIIC1,Buff,,,,,,,Fine,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,344,W,66700,123700,219,4.72,1144,8890,15300,520,,3.63,0.977,314.0,3.743,19.55,4110,0.328,17.8,30.47,26.12,57400,39.6,2.25,5.0,0.669,0.7,253.3,6.44,211.0,82.0,0.571,2.36,92.0,,,,,,,,,,,,,,,,,,
478,ENK-260,ENK0260,,Enkomi,35.158,33.891,,"Schaeffer, C.","Dothan, M..","Department of Antiquities and Museums, Jerusalem",Pottery,Myceneaen IIIC1,Fine pink,,,,,,,,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,344,X,61300,90500,167,4.66,1251,11300,17200,629,15,1.72,0.972,448.0,3.502,16.5,4430,0.341,17.5,31.35,23.92,57100,37.6,2.1,4.0,0.595,0.8,235.0,5.65,185.0,61.0,0.595,2.43,149.0,,,,,,,,,,,,,,,,,,
479,ENK-261,ENK0261,,Enkomi,35.158,33.891,,"Schaeffer, C.","Dothan, M..","Department of Antiquities and Museums, Jerusalem",Pottery,Myceneaen IIIC1,Fine grey-green,,,,,,,,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,344,Y,68000,130000,184,4.63,765,16460,4600,399,0.7,4.12,1.027,295.0,4.292,23.36,4470,0.317,22.2,23.21,23.37,55700,46.8,2.17,6.1,0.843,0.4,346.1,8.25,280.0,20.0,0.643,3.2,75.0,,,,,,,,,,,,,,,,,,
480,ENK-262,ENK0262,,Enkomi,35.158,33.891,,"Schaeffer, C.","Dothan, M..","Department of Antiquities and Museums, Jerusalem",Pottery,Myceneaen IIIC1,Fine yellow,,,,,,,,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,344,Z,56700,126100,133,5.03,837,10080,24700,643,22.7,3.35,1.056,440.0,4.19,22.06,3980,0.333,20.6,21.26,20.51,51600,44.76,2.25,4.7,0.695,0.6,348.4,7.64,246.0,67.0,0.592,3.08,107.0,,,,,,,,,,,,,,,,,,
481,ENK-265,ENK0265,1,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,Probably White Slip 1,,,,,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",426,R,91220,9930,408,5.12,922,19150,9990,433,21.6,2.29,0.952,164.4,2.873,8.504,6420,0.419,13.47,31.188,40.952,89720,15.55,3.081,1.4,0.298,0.37,50.904,2.262,,26.41,0.579,2.168,198.0,,,,,,,,,,,,,,,,,,
482,ENK-266,ENK0266,2,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,"Base Ring (Black Slip, White Dec.)",,,,,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",426,S,85600,24400,103,5.67,799,8830,29730,796,11.1,2.95,1.418,423.4,6.418,40.873,4990,0.434,35.27,19.342,17.764,49560,86.1,3.048,8.2,1.286,0.63,128.768,13.774,32.968,142.69,0.875,5.117,153.0,,,,,,,,,,,,,,,,,,
483,ENK-267,ENK0267,3,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,Base Ring,,,,,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",426,T,93280,15180,184,5.84,747,7530,34600,283,17.1,3.82,1.302,338.7,6.332,42.77,5550,0.416,33.52,18.386,17.977,49960,88.56,3.356,8.2,1.349,0.53,123.395,14.729,49.104,141.42,0.764,5.376,114.0,,,,,,,,,,,,,,,,,,
484,ENK-268,ENK0268,4,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,Probably White Slip 2,,,,,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",426,U,100930,34520,300,3.53,864,7600,9250,190,3.7,0.55,0.717,155.5,1.953,7.672,3320,0.239,6.59,39.147,42.869,65030,14.52,1.781,0.7,0.327,0.25,235.399,2.351,130.677,19.15,0.331,1.334,50.0,,,,,,,,,,,,,,,,,,
485,ENK-269,ENK0269,5,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,Probably White Painted,,,,,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",426,V,66260,107840,177,5.08,819,15590,18830,629,23.1,6.79,1.08,243.7,4.52,24.032,4020,0.329,24.82,16.949,20.729,49760,50.86,2.344,4.1,0.782,0.83,338.298,8.245,167.331,60.24,0.64,3.719,98.0,,,,,,,,,,,,,,,,,,
486,ENK-270,ENK0270,6,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,Possibly MycIIIA,,,,,,,,,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,426,W,84800,111500,166,5.5,904,14280,10800,394,7.9,2.64,1.215,302.0,5.281,32.41,4040,0.39,29.0,32.16,22.22,56800,62.0,2.56,10.2,0.854,0.9,450.1,11.1,244.0,75.0,0.829,3.33,134.0,,,,,,,,,,,,,,,,,,
487,ENK-271,ENK0271,7,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,Bichrome (Looks Palestinian),,,,,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",426,X,70860,88730,184,5.2,1196,13970,21160,346,16.1,3.06,0.944,231.2,3.384,17.706,3760,0.299,13.9,34.32,24.754,59210,35.67,2.35,4.5,0.48,0.45,296.676,5.67,217.032,70.36,0.539,2.083,81.0,,,,,,,,,,,,,,,,,,
